country1_code;country2_code;incident_year;country1_snt_incidents;contry2_rvd_incidents;country1_to_country2_incidents;incidents_0;positive_goldstein_mentions_0;negative_goldstein_mentions_0;golds_mean_0;golds_std_0;incidents_1;positive_goldstein_mentions_1;negative_goldstein_mentions_1;golds_mean_1;golds_std_1;incidents_2;positive_goldstein_mentions_2;negative_goldstein_mentions_2;golds_mean_2;golds_std_2;incidents_3;positive_goldstein_mentions_3;negative_goldstein_mentions_3;golds_mean_3;golds_std_3;incidents_4;positive_goldstein_mentions_4;negative_goldstein_mentions_4;golds_mean_4;golds_std_4;incidents_5;positive_goldstein_mentions_5;negative_goldstein_mentions_5;golds_mean_5;golds_std_5
TUR;SAU;2020;6;95;2;1;0,4805802526906879;0,5194197473093122;-1,681141787552644;5,138073451198448;0;0,4803092534428606;0,5196907465571394;-1,6799710074897318;5,530773352516598;1;0,46757001927656194;0,5324299807234381;-1,4799070189363872;5,026198396083092;0;0,758215335292546;0,2417846647074539;1,5407961528185945;4,063157562721258;0;0,7735124760076776;0,22648752399232247;1,6039347403862123;4,528359545930688;0;0,8615507914245643;0,13844920857543577;2,405409737527549;3,9438412465790433
TUR;SGP;2020;6;95;1;1;0,9615384615384616;0,038461538461538464;2,801282051282051;2,5413247902772764;0;0,8;0,2;1,3718181818181818;3,261988568570957;0;0,9414893617021277;0,05851063829787234;2,0441489361702128;2,889253348875489;0;0,8811188811188811;0,11888111888111888;3,004895104895105;3,5531789897291923;0;0,8214285714285714;0,17857142857142858;2,1228571421759472;4,2944373130611835;0;0,8305084745762712;0,1694915254237288;2,4740112994350283;3,710985715806943
TUR;UKR;2020;6;110;1;1;0,8832720588235294;0,11672794117647059;2,4484375000000003;3,5243555605837047;0;0,8048289738430584;0,19517102615694165;1,9501676727028838;4,046646810364711;0;0,8150488225157955;0,18495117748420448;2,212693854106835;3,7866318765240443;0;0,7884322678843226;0,2115677321156773;1,951522070015221;4,044273810134447;0;0,7789934354485777;0,2210065645514223;1,6483588621096399;4,141704407227238;0;0,7786818551668023;0,22131814483319773;1,886899918633035;4,105498415612162
RUS;AUS;2020;557;256;72;19;0,7576754385964912;0,24232456140350878;1,363486842105263;4,051880399488205;18;0,7516469038208169;0,24835309617918314;0,7712779973649538;4,462067302471134;11;0,7047015319598521;0,2952984680401479;0,5194400422609615;4,268803814238957;12;0,760343087790111;0,239656912209889;0,9144298688193743;4,106248303383177;3;0,7467889908256881;0,25321100917431194;0,6311926603463082;5,020180021213064;1;0,717741935483871;0,28225806451612906;0,8888337468982631;4,5676714213102825
RUS;DEU;2020;557;218;69;16;0,7334425913429095;0,26655740865709054;1,1803528391015135;4,891341022345238;15;0,7555533015518815;0,24444669844811848;1,3530682625012675;5,16388103838028;12;0,7932548744071667;0,2067451255928333;2,2322413490251183;4,716452010564538;9;0,8177133655394525;0,1822866344605475;1,9502495974235103;4,2728096744637085;5;0,790388450945009;0,20961154905499096;1,6584385980633558;4,576767579341108;3;0,848339929639402;0,15166007036059806;2,5933597185576076;4,272586509890558
RUS;ESP;2020;557;145;63;15;0,8155737704918032;0,18442622950819673;1,5602459016393442;4,055316478748739;12;0,8391891891891892;0,1608108108108108;1,6408108108108106;3,7714982888218085;15;0,6840277777777778;0,3159722222222222;0,6019097222222223;4,132887639635261;8;0,7174056915949703;0,2825943084050298;0,7334215751158172;4,187757693639059;2;0,6716541978387365;0,3283458021612635;0,5548628432495041;4,552490485786393;0;0,7402777777777778;0,25972222222222224;0,7230555555555556;4,570606159316316
RUS;EST;2020;557;82;29;16;0,6744639376218323;0,3255360623781676;0,7549707602339181;4,886176112968331;6;0,6611208406304728;0,33887915936952717;0,8193520140105078;4,920590278304452;4;0,5998233215547704;0,4001766784452297;-0,6373674911660777;4,930417717085464;0;0,6498338870431893;0,3501661129568106;0,147375415282392;5,1125688475745354;2;0,5845323741007195;0,4154676258992806;-0,39118704941632937;5,132079273793964;0;0,5142250530785563;0,48577494692144374;-0,7364755838641189;5,166056812744478
RUS;FRA;2020;557;228;78;17;0,7743226041098381;0,22567739589016184;1,9382978723404256;4,715422851582672;15;0,8570187414670473;0,1429812585329527;2,7180215961275906;4,121089219068869;11;0,7961753289785098;0,2038246710214901;2,3226640159045724;4,41298607607154;10;0,7943077665219489;0,20569223347805113;2,2812349252291364;4,298905280196349;11;0,7697276536312849;0,23027234636871508;1,7861557262859897;4,4412527830145905;3;0,8375368007850834;0,1624631992149166;2,679936211972522;4,338714201051286
RUS;GBR;2020;557;208;62;20;0,6401559454191034;0,3598440545808967;0,5871994801819364;4,4764477752682525;12;0,6769598225710143;0,3230401774289858;1,0349910432483151;4,3792458996186685;10;0,49524;0,50476;-0,14907199999999998;4,4903018984046055;7;0,6849275362318841;0,31507246376811593;1,1497318840579709;4,358951135373923;2;0,6465445145594161;0,3534554854405839;0,6932182771569737;4,7034423762753566;2;0,7574566329714214;0,24254336702857857;1,8328840633969796;4,49158905914299
RUS;IND;2020;557;261;47;18;0,8254931714719271;0,17450682852807284;2,063732928679818;3,7287675525967154;10;0,8614762386248737;0,1385237613751264;2,5767441860465112;3,8186182600324763;3;0,8264285714285714;0,17357142857142857;2,1639285714285714;4,284997782367916;4;0,835032437442076;0,164967562557924;2,1984244670991657;3,764763625301956;4;0,8478444632290786;0,1521555367709214;2,3174978866077334;4,422507158104813;2;0,867564534231201;0,1324354657687991;2,4564534231200894;4,248288807527427
RUS;ISR;2020;557;175;36;13;0,7058484586574474;0,29415154134255256;0,8473350619418036;4,17288074275614;7;0,6544554455445545;0,3455445544554455;0,43883663366336634;4,442137523230414;5;0,5827394526795895;0,4172605473204105;0,07987457240592925;4,634770155793999;5;0,7493680989756552;0,2506319010243448;1,1408407609418652;4,085177668669222;1;0,7497262631002659;0,2502737368997341;1,1617237604207022;4,5031508479643225;1;0,6906292616403663;0,30937073835963375;0,5407558932398208;4,991940784607321
RUS;ITA;2020;557;151;49;15;0,788160185722577;0,2118398142774231;2,1512478235635517;4,335658731051284;12;0,8044263775971093;0,1955736224028907;1,5706413730803972;4,0819181602366825;10;0,8461538461538461;0,15384615384615385;2,2027711419015765;3,7612455322452893;6;0,8355690177412376;0,16443098225876243;1,6830376460406749;3,8771113830588124;2;0,8332559219693451;0,1667440780306549;2,037111007995623;4,343964257307114;0;0,8504968383017163;0,14950316169828365;1,9321138211382114;3,572065330586607
RUS;JPN;2020;557;510;142;25;0,7295298468040148;0,2704701531959852;1,2855256207078711;5,290723045523244;23;0,7827586206896552;0,21724137931034482;1,748856624319419;4,428130006369406;28;0,8038834951456311;0,19611650485436893;2,1847087378640775;4,377702123950436;30;0,7880467049277656;0,21195329507223432;1,773817534138136;4,479592578069908;19;0,8058252427184466;0,1941747572815534;2,324757281669135;4,2394555366080455;4;0,730968513351933;0,269031486648067;1,5979673176564368;4,510518667535624
PRK;BGR;2013;151;28;2;1;1,0;0,0;1,867966121359785;4,997237039695301e-15;0;1,0;0,0;6,344579040718514;0,0;0;1,0;0,0;7,7843223575437435;0,4190667136624948;0;1,0;0,0;7,031260435189396;1,0761469632457916;0;1,0;0,0;6,8197902525893;0,2556414805992011;0;1,0;0,0;8,89798065482574;0,7581889786638875
RUS;CHL;2020;557;11;3;3;0,821917808219178;0,1780821917808219;1,5273972602739727;3,849257543566658;0;0,6686390532544378;0,33136094674556216;1,4402366863905325;4,2938420131532995;0;0,8356164383561644;0,1643835616438356;2,756164383561644;3,5056895556579564;0;0,6549295774647887;0,34507042253521125;0,25633802816901424;5,3650074463901225;0;0,875;0,125;2,976785714285714;3,4901642957351577;0;0,9029126213592233;0,0970873786407767;3,0805825242718443;3,495324429083653
RUS;IND;2020;557;261;47;18;0,8254931714719271;0,17450682852807284;2,063732928679818;3,7287675525967154;10;0,8614762386248737;0,1385237613751264;2,5767441860465112;3,8186182600324763;3;0,8264285714285714;0,17357142857142857;2,1639285714285714;4,284997782367916;4;0,835032437442076;0,164967562557924;2,1984244670991657;3,764763625301956;4;0,8478444632290786;0,1521555367709214;2,3174978866077334;4,422507158104813;2;0,867564534231201;0,1324354657687991;2,4564534231200894;4,248288807527427
RUS;MLI;2020;557;225;55;11;0,8305084745762712;0,1694915254237288;2,3491525423728814;2,8640597523212428;8;0,90625;0,09375;3,2281250000000004;4,097425592292677;10;0,4090909090909091;0,5909090909090909;-3,3363636363636364;6,776533402756728;14;0,8;0,2;3,0133333333333336;6,053744479429423;3;0,8620689655172413;0,13793103448275862;2,2655172413793103;3,554043434239565;0;0,6589595375722543;0,34104046242774566;0,2583815028901734;5,744703691388651
PAK;IND;2020;26;261;17;5;0,5131494547787043;0,4868505452212957;-1,369467607440667;5,158885834366721;8;0,5475609756097561;0,4524390243902439;-0,8765121951219512;5,2206359171975;2;0,597972972972973;0,40202702702702703;-0,48228554641598126;5,2658150195155775;0;0,5342306799721513;0,4657693200278487;-1,0749361800881874;5,347237638392468;2;0,6151795631247686;0,3848204368752314;-0,24296927061358103;4,9315987310047635;0;0,6239015817223199;0,37609841827768015;-0,01563310737300193;4,978816282728742
RUS;ITA;2020;557;151;49;15;0,788160185722577;0,2118398142774231;2,1512478235635517;4,335658731051284;12;0,8044263775971093;0,1955736224028907;1,5706413730803972;4,0819181602366825;10;0,8461538461538461;0,15384615384615385;2,2027711419015765;3,7612455322452893;6;0,8355690177412376;0,16443098225876243;1,6830376460406749;3,8771113830588124;2;0,8332559219693451;0,1667440780306549;2,037111007995623;4,343964257307114;0;0,8504968383017163;0,14950316169828365;1,9321138211382114;3,572065330586607
RUS;AUS;2020;557;256;72;19;0,7576754385964912;0,24232456140350878;1,363486842105263;4,051880399488205;18;0,7516469038208169;0,24835309617918314;0,7712779973649538;4,462067302471134;11;0,7047015319598521;0,2952984680401479;0,5194400422609615;4,268803814238957;12;0,760343087790111;0,239656912209889;0,9144298688193743;4,106248303383177;3;0,7467889908256881;0,25321100917431194;0,6311926603463082;5,020180021213064;1;0,717741935483871;0,28225806451612906;0,8888337468982631;4,5676714213102825
RUS;DEU;2020;557;218;69;16;0,7334425913429095;0,26655740865709054;1,1803528391015135;4,891341022345238;15;0,7555533015518815;0,24444669844811848;1,3530682625012675;5,16388103838028;12;0,7932548744071667;0,2067451255928333;2,2322413490251183;4,716452010564538;9;0,8177133655394525;0,1822866344605475;1,9502495974235103;4,2728096744637085;5;0,790388450945009;0,20961154905499096;1,6584385980633558;4,576767579341108;3;0,848339929639402;0,15166007036059806;2,5933597185576076;4,272586509890558
RUS;ESP;2020;557;145;63;15;0,8155737704918032;0,18442622950819673;1,5602459016393442;4,055316478748739;12;0,8391891891891892;0,1608108108108108;1,6408108108108106;3,7714982888218085;15;0,6840277777777778;0,3159722222222222;0,6019097222222223;4,132887639635261;8;0,7174056915949703;0,2825943084050298;0,7334215751158172;4,187757693639059;2;0,6716541978387365;0,3283458021612635;0,5548628432495041;4,552490485786393;0;0,7402777777777778;0,25972222222222224;0,7230555555555556;4,570606159316316
RUS;EST;2020;557;82;29;16;0,6744639376218323;0,3255360623781676;0,7549707602339181;4,886176112968331;6;0,6611208406304728;0,33887915936952717;0,8193520140105078;4,920590278304452;4;0,5998233215547704;0,4001766784452297;-0,6373674911660777;4,930417717085464;0;0,6498338870431893;0,3501661129568106;0,147375415282392;5,1125688475745354;2;0,5845323741007195;0,4154676258992806;-0,39118704941632937;5,132079273793964;0;0,5142250530785563;0,48577494692144374;-0,7364755838641189;5,166056812744478
RUS;FRA;2020;557;228;78;17;0,7743226041098381;0,22567739589016184;1,9382978723404256;4,715422851582672;15;0,8570187414670473;0,1429812585329527;2,7180215961275906;4,121089219068869;11;0,7961753289785098;0,2038246710214901;2,3226640159045724;4,41298607607154;10;0,7943077665219489;0,20569223347805113;2,2812349252291364;4,298905280196349;11;0,7697276536312849;0,23027234636871508;1,7861557262859897;4,4412527830145905;3;0,8375368007850834;0,1624631992149166;2,679936211972522;4,338714201051286
RUS;GBR;2020;557;208;62;20;0,6401559454191034;0,3598440545808967;0,5871994801819364;4,4764477752682525;12;0,6769598225710143;0,3230401774289858;1,0349910432483151;4,3792458996186685;10;0,49524;0,50476;-0,14907199999999998;4,4903018984046055;7;0,6849275362318841;0,31507246376811593;1,1497318840579709;4,358951135373923;2;0,6465445145594161;0,3534554854405839;0,6932182771569737;4,7034423762753566;2;0,7574566329714214;0,24254336702857857;1,8328840633969796;4,49158905914299
RUS;HRV;2020;557;14;5;3;0,8639455782312925;0,1360544217687075;2,4006802721088434;3,165277101466251;0;0,7301587301587301;0,2698412698412698;1,4650793650793652;3,8256095574123443;1;0,7096774193548387;0,2903225806451613;1,213978494623656;4,386405965008266;0;0,7884615384615384;0,21153846153846154;1,5819230769230768;4,631267079678477;1;0,6415094339622641;0,3584905660377358;0,3603773570510574;5,183978932916795;0;0,639344262295082;0,36065573770491804;0,7926229508196723;4,756637606214111
RUS;IND;2020;557;261;47;18;0,8254931714719271;0,17450682852807284;2,063732928679818;3,7287675525967154;10;0,8614762386248737;0,1385237613751264;2,5767441860465112;3,8186182600324763;3;0,8264285714285714;0,17357142857142857;2,1639285714285714;4,284997782367916;4;0,835032437442076;0,164967562557924;2,1984244670991657;3,764763625301956;4;0,8478444632290786;0,1521555367709214;2,3174978866077334;4,422507158104813;2;0,867564534231201;0,1324354657687991;2,4564534231200894;4,248288807527427
RUS;ISR;2020;557;175;36;13;0,7058484586574474;0,29415154134255256;0,8473350619418036;4,17288074275614;7;0,6544554455445545;0,3455445544554455;0,43883663366336634;4,442137523230414;5;0,5827394526795895;0,4172605473204105;0,07987457240592925;4,634770155793999;5;0,7493680989756552;0,2506319010243448;1,1408407609418652;4,085177668669222;1;0,7497262631002659;0,2502737368997341;1,1617237604207022;4,5031508479643225;1;0,6906292616403663;0,30937073835963375;0,5407558932398208;4,991940784607321
RUS;ITA;2020;557;151;49;15;0,788160185722577;0,2118398142774231;2,1512478235635517;4,335658731051284;12;0,8044263775971093;0,1955736224028907;1,5706413730803972;4,0819181602366825;10;0,8461538461538461;0,15384615384615385;2,2027711419015765;3,7612455322452893;6;0,8355690177412376;0,16443098225876243;1,6830376460406749;3,8771113830588124;2;0,8332559219693451;0,1667440780306549;2,037111007995623;4,343964257307114;0;0,8504968383017163;0,14950316169828365;1,9321138211382114;3,572065330586607
RUS;JPN;2020;557;510;142;25;0,7295298468040148;0,2704701531959852;1,2855256207078711;5,290723045523244;23;0,7827586206896552;0,21724137931034482;1,748856624319419;4,428130006369406;28;0,8038834951456311;0,19611650485436893;2,1847087378640775;4,377702123950436;30;0,7880467049277656;0,21195329507223432;1,773817534138136;4,479592578069908;19;0,8058252427184466;0,1941747572815534;2,324757281669135;4,2394555366080455;4;0,730968513351933;0,269031486648067;1,5979673176564368;4,510518667535624
SAU;AUS;2020;18;256;4;2;0,7549668874172185;0,24503311258278146;1,4364238410596024;4,236227914806588;0;0,8477043673012318;0,1522956326987682;2,1347144456886893;3,4208739137700275;0;0,7941176470588235;0,20588235294117646;1,766844919786096;4,0893329598070185;1;0,85;0,15;2,4095652173913047;4,059963030738591;1;0,6995305164319249;0,3004694835680751;0,9596244132015067;4,759419999549452;0;0,7031802120141343;0,2968197879858657;0,5650176678445229;4,056893829502746
SAU;DEU;2020;18;218;2;2;0,8515625;0,1484375;1,9651041666666664;3,682592919961329;0;0,7832764505119454;0,2167235494880546;1,5218430034129693;4,234052676111774;0;0,7212249208025343;0,2787750791974657;1,212777191129884;4,569514171490246;0;0,8022892819979188;0,19771071800208118;1,8090530697190423;3,5338074725665174;0;0,8711256117455138;0,12887438825448613;2,2637030994522633;3,6174665534857566;0;0,8737864077669902;0,1262135922330097;2,8504854368932038;3,570092158023124
SAU;ESP;2020;18;145;2;2;0,8307692307692308;0,16923076923076924;2,272307692307692;3,9732764117019324;0;0,8478260869565217;0,15217391304347827;2,2016304347826083;4,172222788137797;0;0,9050387596899225;0,09496124031007752;3,836821705426357;3,7811446699012556;0;0,827922077922078;0,17207792207792208;2,6448051948051945;4,1531718782591485;0;0,7868852459016393;0,21311475409836064;1,6922131155357987;4,229131604227597;0;0,8229166666666666;0,17708333333333334;2,267708333333333;3,84585802064124
SAU;FRA;2020;18;228;2;2;0,648972602739726;0,351027397260274;0,3039383561643836;4,704184406218244;0;0,8455958549222798;0,1544041450777202;2,0002072538860105;3,9537481342869367;0;0,8262310606060606;0,1737689393939394;2,088967803030303;4,0345015926674375;0;0,8093841642228738;0,1906158357771261;1,6450635386119257;4,1507919571833725;0;0,8393461104847801;0,16065388951521983;2,532243517743426;4,247740673779696;0;0,8068598068598068;0,19314019314019315;2,1197802197802194;4,426126721400378
SAU;GBR;2020;18;208;3;2;0,7629046369203849;0,23709536307961504;1,342607174103237;4,291362974309137;0;0,8116392714349178;0,18836072856508218;1,9046645935139936;4,052078845278734;0;0,8319081358416809;0,1680918641583191;2,0547275836794525;4,1365438025195225;0;0,782398177157505;0,21760182284249502;1,6520934206778695;4,407834681918861;1;0,7228485015122353;0,27715149848776466;1,225405554357452;4,48797472288885;0;0,7364546525323911;0,26354534746760894;1,0263250883392225;4,7182204071152185
SAU;IND;2020;18;261;2;2;0,9324324324324325;0,06756756756756757;2,2363363363363367;2,4777268051809314;0;0,8458149779735683;0,15418502202643172;1,9605726872246694;3,6774896422022882;0;0,8050974512743628;0,19490254872563717;1,693103448275862;4,400815699888024;0;0,7617391304347826;0,2382608695652174;0,8099130434782609;4,386860518620335;0;0,7859531772575251;0,2140468227424749;1,186064659871385;3,8851022963080424;0;0,6724700761697497;0,32752992383025026;-0,14711643090315565;5,169350733509031
SAU;ISR;2020;18;175;2;2;0,8261471518987342;0,17385284810126583;2,2402492088607593;3,4441537814350607;0;0,700838769804287;0,29916123019571295;1,1114631873252563;4,174935455090832;0;0,7774576271186441;0,22254237288135592;1,865050847457627;3,9902426221791596;0;0,8069348797873626;0,19306512021263744;1,8563851637066568;3,5722690383576734;0;0,761675629776394;0,238324370223606;1,5326351545027757;3,8554370565717346;0;0,667686318131257;0,33231368186874305;0,9692714126807565;4,28710766457643
SAU;ITA;2020;18;151;2;2;0,8093023255813954;0,19069767441860466;1,4572093023255814;4,3183041059588865;0;0,8867924528301887;0,11320754716981132;2,688679245283019;3,6696953951714884;0;0,8729508196721312;0,12704918032786885;2,679098360655737;3,2988717654300252;0;0,9312581063553826;0,06874189364461739;2,2865110246433207;2,7910547575667133;0;0,897887323943662;0,10211267605633803;2,8440140845070423;3,3216743529196058;0;0,8360655737704918;0,16393442622950818;2,1938524590163935;3,7812527082708223
SAU;JPN;2020;18;510;4;2;0,9205298013245033;0,07947019867549669;2,7423841059602645;3,23094386976139;0;0,8785982478097623;0,1214017521902378;2,6259073842302882;3,690228906607555;1;0,8631386861313869;0,13686131386861314;2,3947080291970804;4,28182260746056;1;0,9387514723203769;0,061248527679623084;2,9520612485276794;2,846939317581575;0;0,9299674267100977;0,07003257328990228;3,6022801302154988;3,1391706221974087;0;0,8566775244299675;0,14332247557003258;2,288273615635179;4,047011116119453
SAU;USA;2020;18;418;5;3;0,6753967031274072;0,3246032968725928;0,2622092127561238;4,9693477310986935;1;0,6194003276119935;0,38059967238800657;-0,1570970728580586;5,448840315572537;0;0,6551674503406583;0,34483254965934174;0,1634296132808751;5,063855400359404;1;0,7745660789941232;0,22543392100587673;1,3486811534782013;4,314173268414758;0;0,6778809769521844;0,32211902304781564;0,6505538356571743;4,628715601949853;0;0,6880523276042029;0,31194767239579707;0,5663558555424119;4,8950686087860955
USA;SOM;2017;36;7;1;1;0,5393275521071048;0,4606724478928952;-0,8705157462345962;5,543882528817169;0;0,5908453993460999;0,4091546006539;-0,8042503502479172;5,612031319145959;0;0,688395061728395;0,31160493827160496;0,2539259259259259;5,305144546681051;0;1,0;0,0;2,316834857175553;0,8637514569648556;0;1,0;0,0;1,9067397492080858;0,6942845854570748;0;1,0;0,0;4,794903592400062;2,1110391420294046
RUS;AFG;2008;557;49;16;1;1,0;0,0;5,5316702888435145;1,8965092509434658;0;1,0;0,0;5,273955900552251;1,9729064746477432;0;1,0;0,0;5,016182642244657;2,1188095668140985;0;1,0;0,0;4,783159939220065;2,4308890025191223;0;1,0;0,0;5,379421476887051;2,5375692581729727;0;1,0;0,0;5,2886059168500665;2,39264381629473
SAU;CHN;2017;18;329;1;1;0,9012400354295838;0,0987599645704163;3,056421612046058;3,5339234079231288;0;0,9394456289978678;0,06055437100213219;3,4210234541272815;3,295378527509904;0;0,8441558441558441;0,15584415584415584;2,5916083916083914;4,09728468241112;0;1,0;0,0;2,6188843113895954;0,4681553554926721;0;1,0;0,0;2,8655182738293226;0,4931290111991419;0;1,0;0,0;5,367567293116719;2,581121173306602
IRN;AUS;2013;171;256;17;1;1,0;0,0;1,9797736660615635;1,0615824732393575;0;1,0;0,0;4,609114979125113;1,8192414111366582;0;1,0;0,0;4,867046855327159;2,013991512530195;0;1,0;0,0;5,829654506359922;1,8019368485315168;0;1,0;0,0;5,462703505365194;1,9433016602596689;0;1,0;0,0;5,48854062503257;1,631636415940754
IRN;CUB;2011;171;21;1;1;1,0;0,0;6,595168876848962;1,69956028025101;0;1,0;0,0;5,47483153622966;1,6169122081458929;0;1,0;0,0;6,253677859883992;1,3749548838793355;0;1,0;0,0;6,4710921141032065;1,0626117455762882;0;1,0;0,0;6,196243598035831;1,4068142153466934;0;1,0;0,0;6,323866179254465;1,4721389388565527
RUS;CAN;2008;557;115;26;1;1,0;0,0;5,587699530945024;1,6938125358485892;0;1,0;0,0;5,719411775557458;2,0085309609775033;0;1,0;0,0;5,618278486194245;1,7413705023398414;0;1,0;0,0;5,754315023583566;1,9689779222533492;0;1,0;0,0;6,431977647169444;2,5397962041103113;0;1,0;0,0;5,550123924146993;2,296176318357697
USA;ARE;2017;36;39;2;1;0,8019047619047619;0,1980952380952381;1,5596666666666665;3,906630734842071;0;0,8141459744168548;0,18585402558314523;1,3763732128045238;4,501232848368976;0;0,8313745528870721;0,16862544711292796;1,6386305569749615;3,980121115361272;0;1,0;0,0;2,8222648433027264;1,2816044899739678;0;1,0;0,0;2,5036215743665258;0,7240942248853133;0;1,0;0,0;5,524816587361644;2,5186661187523667
KOR;IDN;2010;22;76;1;1;1,0;0,0;5,400860749501706;1,889077872474301;0;1,0;0,0;5,875808078064767;1,941273952457256;0;1,0;0,0;5,856605890047649;1,4719806087245173;0;1,0;0,0;5,297693215705606;1,5770119301286585;0;1,0;0,0;5,576765603273073;1,6645072736557365;0;1,0;0,0;5,461809215012964;2,6169732765564997
RUS;IRQ;2008;557;40;9;1;1,0;0,0;5,44748899042154;1,7846381767218116;0;1,0;0,0;5,421649075366012;1,7821620569133063;0;1,0;0,0;5,318212352617986;1,7397299215754725;0;1,0;0,0;6,035453957041191;2,3722347444228205;0;1,0;0,0;5,2747906595479925;2,223081147406992;0;1,0;0,0;5,786047184191173;2,101706362296762
CHN;RUS;2015;425;34;9;3;0,8471635801178881;0,15283641988211194;2,87611303875555;4,05086566101796;0;1,0;0,0;2,5671606163135814;1,1632587937417187;0;1,0;0,0;2,2655704039600577;1,0867116942737036;0;1,0;0,0;5,113987808466721;2,1542702484234737;0;1,0;0,0;6,1378357848982406;2,5304034819599046;0;1,0;0,0;6,342905843623806;2,914585117479174
RUS;USA;2008;557;418;117;1;1,0;0,0;5,544825695859487;1,8509876716234681;0;1,0;0,0;5,487871253525575;1,7809293406387585;0;1,0;0,0;5,529842182192028;1,9161274454857853;0;1,0;0,0;5,696035207738105;2,0356214441316163;0;1,0;0,0;5,842928938331559;2,0403021943489343;0;1,0;0,0;6,054231321632852;2,043963362036616
IRN;GRC;2011;171;21;3;1;1,0;0,0;4,977621817289234;1,595167628543398;0;1,0;0,0;5,776755503367687;1,1139418859814334;0;1,0;0,0;5,184977311594928;1,34490307362518;0;1,0;0,0;6,567863243133913;1,4009089526919907;0;1,0;0,0;5,773185727519338;1,157504655481144;0;1,0;0,0;5,439124567922154;1,3133658700500725
KOR;IND;2010;22;261;4;1;1,0;0,0;6,040116277618988;1,7009726266408947;0;1,0;0,0;4,842853785805622;1,5096067381081675;0;1,0;0,0;4,603268355070809;0,9766527261236466;0;1,0;0,0;4,9939093787998825;1,6349497381454872;0;1,0;0,0;6,21825923893805;0,8776202310476648;0;1,0;0,0;8,699660778609868;1,8510349912156907
IRN;IND;2011;171;261;16;1;1,0;0,0;5,815036639841753;2,055304702944685;0;1,0;0,0;5,552705988060578;1,7826473814448356;0;1,0;0,0;5,784722984124916;1,665703530737636;0;1,0;0,0;5,225707662744231;1,6440705123441013;0;1,0;0,0;5,818394400723835;1,6885300681464182;0;1,0;0,0;5,753513648902346;1,3018916193762822
KOR;ITA;2010;22;151;2;1;1,0;0,0;6,563655686581252;2,3601132947061423;0;1,0;0,0;5,681939439918385;1,7578593152538111;0;1,0;0,0;4,489943202972492;1,3038884528700803;0;1,0;0,0;6,007925709855878;0,8560493046443572;0;1,0;0,0;4,075634753138341;0,13528406486740274;0;1,0;0,0;1,6842181844637245;1,9480849042803867
KOR;JPN;2010;22;510;7;2;1,0;0,0;5,2537513578226465;1,9129912147981205;0;1,0;0,0;5,581733059782867;2,0625384187455977;0;1,0;0,0;5,384621408102489;1,9949212661864453;0;1,0;0,0;5,636421830068955;2,049049749878909;0;1,0;0,0;5,138133704809059;1,9112068062609147;0;1,0;0,0;5,001595192370041;1,9062622716734978
KOR;KAZ;2010;22;23;1;1;1,0;0,0;4,926848892401235;1,2620276154543895;0;1,0;0,0;5,723859105428733;1,675645492317191;0;1,0;0,0;5,528383895429429;1,023054798769585;0;1,0;0,0;5,594305988526659;0,009045680687472078;0;1,0;0,0;6,013799983757331;0,6332135485765461;0;1,0;0,0;3,499954151693721;2,9659709634443687
KOR;MEX;2010;22;37;1;1;1,0;0,0;5,741566858131172;1,3754739180065803;0;1,0;0,0;6,038551558724942;1,3678815283542312;0;1,0;0,0;4,8241879186973975;0,47397715695530096;0;1,0;0,0;6,23827824959811;0,6960643297659319;0;1,0;0,0;5,4991853906787;1,281036311890476;0;1,0;0,0;5,853637657732008;2,7444553289207794
KOR;PAK;2010;22;59;1;1;1,0;0,0;6,265293565665673;1,5528658072627992;0;1,0;0,0;6,530752637946275;2,2931348608333812;0;1,0;0,0;5,460275669446031;1,9456890902649642;0;1,0;0,0;5,3446771074167545;0,6937927675387866;0;1,0;0,0;5,221457693925993;1,0356384069242328;0;1,0;0,0;5,717416490852009;2,541609326856209
KOR;PHL;2010;22;75;1;1;1,0;0,0;4,829338017451955;1,9815584285365835;0;1,0;0,0;5,467081811363095;2,0497716248819438;0;1,0;0,0;5,713964985688674;1,8803214402812853;0;1,0;0,0;5,652780448403646;1,3866938685290604;0;1,0;0,0;5,148947026321016;1,2606756687709497;0;1,0;0,0;7,121591226625661;2,6626252396651653
KOR;SGP;2010;22;95;1;1;1,0;0,0;6,772594712143146;2,1893105974048317;0;1,0;0,0;5,710110128995478;2,301793460805741;0;1,0;0,0;5,619656545246579;1,5260545872122107;0;1,0;0,0;6,610685217326207;1,4786317763095504;0;1,0;0,0;6,265850825388388;1,511831044541258;0;1,0;0,0;6,623622284081834;2,7227978681386378
KOR;USA;2010;22;418;6;1;1,0;0,0;5,233614561458119;1,9268752456250018;0;1,0;0,0;5,303469056390946;1,9350311486488077;0;1,0;0,0;5,625718448952745;2,0202189723725135;0;1,0;0,0;5,898618009722752;1,9490621507521737;0;1,0;0,0;5,756905688177681;1,8441093431116533;0;1,0;0,0;5,976061267806044;1,9274551953739572
